gene,scores,log2FC,pvals,padj,significance
PCA3,-0.19922344,-0.24582799,0.8420879616092136,0.9999916980191528,NS
AC232271.2,-0.19924927,-0.9589282,0.8420677652503535,0.9999916980191528,NS
UPB1,-0.19928227,-0.44931233,0.8420419421966008,0.9999916980191528,NS
AL035693.1,-0.19938722,-0.37156877,0.8419598521387702,0.9999916980191528,NS
AC137932.2,-0.1995374,-0.53330916,0.8418423970141844,0.9999916980191528,NS
JPH3,-0.19966765,-0.9885681,0.8417405183448836,0.9999916980191528,NS
ABCG8,-0.19976026,-1.166187,0.8416680796009898,0.9999916980191528,NS
MLIP,-0.1998024,-0.307132,0.8416351259418462,0.9999916980191528,NS
SHBG,-0.19990888,-0.7970387,0.8415518388144975,0.9999916980191528,NS
AL391152.1,-0.19990927,-0.5454051,0.8415515374167734,0.9999916980191528,NS
AL357568.1,-0.20007254,-0.97203416,0.8414238473369656,0.9999916980191528,NS
AC083806.2,-0.20013022,-0.66734177,0.8413787398791641,0.9999916980191528,NS
GPR18,-0.2002565,-0.20183575,0.841279987507767,0.9999916980191528,NS
TMEM246-AS1,-0.20029593,-1.5970908,0.8412491467396379,0.9999916980191528,NS
NAB1,-0.20034397,-0.014092399,0.8412115755792867,0.9999916980191528,NS
AL158068.2,-0.20051174,-0.1689916,0.8410803807277404,0.9999916980191528,NS
AL158195.1,-0.2007237,-0.8479887,0.8409146355028042,0.9999916980191528,NS
RTTN,-0.2007793,-0.026800962,0.8408711411054439,0.9999916980191528,NS
LINC01268,-0.20082825,-0.6156179,0.8408328704554542,0.9999916980191528,NS
GUCY2D,-0.20085086,-0.6214092,0.8408151917520232,0.9999916980191528,NS
NDUFB2-AS1,-0.20089415,-1.1117605,0.8407813412768664,0.9999916980191528,NS
RBM11,-0.20092075,-0.47683993,0.8407605489944494,0.9999916980191528,NS
LINC02145,-0.20097443,-0.25797594,0.8407185629850351,0.9999916980191528,NS
AL138999.2,-0.2013503,-0.19917813,0.8404246736119115,0.9999916980191528,NS
STRC,-0.20142403,-1.4659535,0.8403670232809022,0.9999916980191528,NS
LINC02660,-0.20143084,-1.5230778,0.8403617002098889,0.9999916980191528,NS
AC009948.2,-0.20146309,-0.5095484,0.8403364910482047,0.9999916980191528,NS
AC108053.1,-0.20161107,-0.6179725,0.8402207921360674,0.9999916980191528,NS
CFTR-AS1,-0.20161891,-3.1154344,0.8402146658141835,0.9999916980191528,NS
AC093459.1,-0.20168981,-1.1404911,0.8401592280628292,0.9999916980191528,NS
OR51I2,-0.20180851,-0.7688625,0.8400664318621921,0.9999916980191528,NS
SRRM2-AS1,-0.20198861,-0.9871177,0.8399256349460242,0.9999916980191528,NS
AC010623.1,-0.20206285,-1.1073236,0.8398675903472483,0.9999916980191528,NS
AL354928.1,-0.20218733,-1.45658,0.8397702822384503,0.9999916980191528,NS
BRF2,-0.20228817,-0.4267819,0.8396914534194873,0.9999916980191528,NS
LCA5,-0.2023299,-0.06347383,0.8396588177548715,0.9999916980191528,NS
AC018647.3,-0.20235676,-0.6028386,0.8396378306577248,0.9999916980191528,NS
KCNJ9,-0.20236395,-2.5835505,0.8396322073400575,0.9999916980191528,NS
AC010809.1,-0.20238772,-0.22158842,0.8396136303666705,0.9999916980191528,NS
UROC1,-0.20250371,-1.1815301,0.839522955935932,0.9999916980191528,NS
ASIC4,-0.20259067,-1.460863,0.8394549766134802,0.9999916980191528,NS
ALKBH3-AS1,-0.20263974,-0.42441392,0.8394166195331751,0.9999916980191528,NS
AL022476.1,-0.20269473,-0.4331832,0.8393736439905094,0.9999916980191528,NS
AC004597.1,-0.20273082,-2.3417594,0.8393454289997924,0.9999916980191528,NS
CKMT1A,-0.20274739,-2.5422356,0.8393324762796075,0.9999916980191528,NS
BCL9,-0.20278683,-0.07294512,0.8393016509887634,0.9999916980191528,NS
GFRAL,-0.20283076,-1.0675175,0.8392673117042203,0.9999916980191528,NS
C17orf99,-0.20299801,-0.7937148,0.8391365842459262,0.9999916980191528,NS
MRPS21,-0.2030386,-0.101766884,0.8391048568991192,0.9999916980191528,NS
C10orf105,-0.20305003,-0.82811594,0.8390959210796479,0.9999916980191528,NS
MADCAM1,-0.20308691,-0.32876,0.8390671057132209,0.9999916980191528,NS
RFPL3S,-0.20312789,-0.43786627,0.8390350777368099,0.9999916980191528,NS
TXNRD3,-0.20325904,-0.10840387,0.8389325699244194,0.9999916980191528,NS
KCTD15,-0.2032751,-0.27060843,0.8389200201840831,0.9999916980191528,NS
AL034397.3,-0.20340393,-0.13167503,0.8388193225509,0.9999916980191528,NS
AP003467.1,-0.20350362,-0.5855588,0.8387414167210457,0.9999916980191528,NS
LINC01393,-0.20357735,-0.4517509,0.8386837915183285,0.9999916980191528,NS
ANKRD62P1-PARP4P3,-0.20366727,-1.20621,0.8386135180515316,0.9999916980191528,NS
ACER1,-0.20377788,-0.75384074,0.8385270834524231,0.9999916980191528,NS
AC010531.5,-0.20381744,-0.21880941,0.8384961642314537,0.9999916980191528,NS
AC008875.3,-0.20389053,-0.15650913,0.8384390446381362,0.9999916980191528,NS
SBNO1-AS1,-0.20396645,-0.6435347,0.8383797174556323,0.9999916980191528,NS
GSTA3,-0.20401527,-1.1621838,0.8383415718674928,0.9999916980191528,NS
DUXB,-0.20410287,-0.72875863,0.8382731115278541,0.9999916980191528,NS
IKZF4,-0.20411032,-0.12660438,0.8382672894440047,0.9999916980191528,NS
OIT3,-0.20424853,-0.8822814,0.8381592813565621,0.9999916980191528,NS
NLRP9,-0.20455003,-1.5260693,0.8379237018069826,0.9999916980191528,NS
ZNF329,-0.20471792,-0.17150366,0.837792518298802,0.9999916980191528,NS
PGLYRP1,-0.20472896,-1.0050445,0.8377838866422457,0.9999916980191528,NS
SLC41A2,-0.20494092,-0.033828266,0.8376182830596429,0.9999916980191528,NS
IL4,-0.20495209,-1.615812,0.8376095514339574,0.9999916980191528,NS
AC087239.1,-0.20502712,-0.5663741,0.8375509396597649,0.9999916980191528,NS
SPRR1B,-0.20514569,-3.7698956,0.8374583067934518,0.9999916980191528,NS
AC011676.2,-0.20518923,-1.1508178,0.8374242851037704,0.9999916980191528,NS
CDR2L,-0.20532487,-0.20889273,0.8373183079836872,0.9999916980191528,NS
ODF2-AS1,-0.20534144,-0.81537664,0.8373053621173138,0.9999916980191528,NS
TPH1,-0.20534608,-0.7996018,0.8373017493252575,0.9999916980191528,NS
LINC01908,-0.2053534,-0.53465813,0.8372960290781846,0.9999916980191528,NS
ARHGEF3-AS1,-0.20540747,-0.3390833,0.8372537798003996,0.9999916980191528,NS
AC124067.3,-0.20551525,-3.239466,0.8371695837083039,0.9999916980191528,NS
AC004466.1,-0.20551679,-1.0382671,0.8371683794869001,0.9999916980191528,NS
ZNF2,-0.20552823,-0.3687603,0.8371594481900632,0.9999916980191528,NS
AL390719.3,-0.2056924,-0.40438172,0.8370312010964094,0.9999916980191528,NS
AC009063.3,-0.20577088,-1.7309457,0.8369698888749847,0.9999916980191528,NS
DUSP28,-0.20583074,-0.43259388,0.836923127682656,0.9999916980191528,NS
COG2,-0.20588726,-0.06032731,0.8368789760127162,0.9999916980191528,NS
ETV5-AS1,-0.20589793,-3.0518706,0.836870647459847,0.9999916980191528,NS
ASB16-AS1,-0.20602189,-0.23752858,0.8367738168319934,0.9999916980191528,NS
MPP7-DT,-0.20604616,-1.3327839,0.8367548523664488,0.9999916980191528,NS
PRSS21,-0.20611437,-0.8106161,0.8367015717566876,0.9999916980191528,NS
AL161912.1,-0.20626749,-2.7290082,0.8365819690485938,0.9999916980191528,NS
AC089998.4,-0.2062711,-2.7898266,0.8365791596344053,0.9999916980191528,NS
SLC25A38,-0.20627919,-0.091950245,0.8365728384601021,0.9999916980191528,NS
ANGEL2,-0.20638901,-0.05149342,0.836487052138115,0.9999916980191528,NS
KDM4D,-0.20650822,-0.81026953,0.8363939435706484,0.9999916980191528,NS
AC084782.1,-0.20667341,-1.0530144,0.8362649197545211,0.9999916980191528,NS
BCO1,-0.2071351,-1.1342738,0.8359043586788056,0.9999916980191528,NS
AC020978.6,-0.20717594,-0.7217781,0.8358724576051187,0.9999916980191528,NS
AC008537.2,-0.20718403,-0.5125047,0.835866137613126,0.9999916980191528,NS
AL137847.2,-0.2072733,-0.52462685,0.8357964177698812,0.9999916980191528,NS
ZMYND10-AS1,-0.20738392,-2.1862392,0.8357100472065382,0.9999916980191528,NS
TMEM38A,-0.2076123,-0.13164304,0.8355316947528374,0.9999916980191528,NS
AC004448.2,-0.2077093,-0.42020777,0.8354559627194542,0.9999916980191528,NS
AL162456.1,-0.20774063,-1.93169,0.8354314880573358,0.9999916980191528,NS
CHST10,-0.20774937,-0.28935027,0.8354246672782538,0.9999916980191528,NS
LINC01135,-0.20786986,-0.051427707,0.8353305819123364,0.9999916980191528,NS
LINC02306,-0.20807102,-0.847003,0.8351735107430432,0.9999916980191528,NS
AL606923.2,-0.20810571,-1.8006462,0.835146430171251,0.9999916980191528,NS
AMH,-0.20813897,-1.980826,0.8351204530656914,0.9999916980191528,NS
AC067969.1,-0.20814335,-2.0079668,0.8351170429570827,0.9999916980191528,NS
AC245041.1,-0.20832537,-0.68852717,0.8349749244235641,0.9999916980191528,NS
AC020978.7,-0.2083336,-0.49170858,0.8349685056473078,0.9999916980191528,NS
CACNG6,-0.20837983,-0.51329994,0.8349324002357236,0.9999916980191528,NS
LINC02762,-0.20847759,-0.059248798,0.834856078552529,0.9999916980191528,NS
AC011676.3,-0.20879886,-0.4085065,0.834605260957935,0.9999916980191528,NS
AL590666.4,-0.20889726,-1.8517041,0.8345284445393187,0.9999916980191528,NS
CALM2,-0.20894556,0.004560219,0.8344907388854245,0.9999916980191528,NS
LINC01797,-0.20907427,-1.1501505,0.8343902591874673,0.9999916980191528,NS
SBNO2,-0.20912746,-0.05436222,0.834348744412947,0.9999916980191528,NS
ZNFX1,-0.20922367,-0.0515014,0.8342736379386747,0.9999916980191528,NS
HYKK,-0.20928006,-0.42737973,0.8342296176237654,0.9999916980191528,NS
CALB2,-0.2093656,-0.6232287,0.8341628360878723,0.9999916980191528,NS
LINC02412,-0.20946041,-0.68597543,0.8340888363236172,0.9999916980191528,NS
Z69720.1,-0.20946941,-0.3073574,0.8340818174520752,0.9999916980191528,NS
AC005776.2,-0.20948893,-1.1920522,0.8340665765193916,0.9999916980191528,NS
LINC02511,-0.20966761,-0.5179025,0.8339271048278404,0.9999916980191528,NS
AC005264.1,-0.20976254,-0.20893818,0.8338530094834444,0.9999916980191528,NS
AC130415.1,-0.20979235,-3.097854,0.833829748461735,0.9999916980191528,NS
SIK1B,-0.20980352,-0.64974827,0.8338210256160872,0.9999916980191528,NS
SLC9A5,-0.2098567,-0.17555156,0.8337795171825636,0.9999916980191528,NS
PCDHA12,-0.20995677,-1.4065585,0.8337014144054424,0.9999916980191528,NS
FAM183A,-0.20997822,-0.27428725,0.8336846711481772,0.9999916980191528,NS
C8orf58,-0.21001317,-0.4204297,0.8336574008546908,0.9999916980191528,NS
AL359436.1,-0.2101185,-0.94908684,0.8335751901515904,0.9999916980191528,NS
SERTM2,-0.21015523,-2.702503,0.8335465170903942,0.9999916980191528,NS
SIRT4,-0.21031928,-0.46796468,0.8334184935711103,0.9999916980191528,NS
EPX,-0.21037617,-1.5081288,0.8333740823717792,0.9999916980191528,NS
AC005837.1,-0.21038517,-1.5153673,0.8333670648494189,0.9999916980191528,NS
AC023481.1,-0.21039635,-1.5600122,0.8333583430901313,0.9999916980191528,NS
LINC00377,-0.21056744,-1.0331132,0.8332248125091205,0.9999916980191528,NS
ZNF35,-0.21056874,-0.18555999,0.8332238100454707,0.9999916980191528,NS
NEPRO,-0.21080072,-0.08020921,0.8330427695584433,0.9999916980191528,NS
RIMS2,-0.21087793,-0.22803341,0.832982524936222,0.9999916980191528,NS
STK32A-AS1,-0.21092032,-0.46406263,0.8329494459434489,0.9999916980191528,NS
GRK5,-0.21097375,-0.03826012,0.8329077467861058,0.9999916980191528,NS
AC110048.2,-0.21098493,-0.3119107,0.8328990261083085,0.9999916980191528,NS
AC009063.2,-0.21102951,-1.1314316,0.832864243839369,0.9999916980191528,NS
AC099753.1,-0.21103336,-0.49763253,0.8328612367421455,0.9999916980191528,NS
ARMC10,-0.21103747,-0.10858643,0.8328580291744694,0.9999916980191528,NS
AL929472.2,-0.2111035,-0.74556464,0.8328065080000077,0.9999916980191528,NS
ARL9,-0.211122,-0.3139905,0.8327920741810639,0.9999916980191528,NS
AL390208.1,-0.21115796,-0.8030452,0.832764008583373,0.9999916980191528,NS
KCNK10,-0.2112078,-0.4251104,0.832725118036059,0.9999916980191528,NS
LINC01250,-0.21127795,-0.95087147,0.8326703913098101,0.9999916980191528,NS
FER1L5,-0.21128899,-0.25678706,0.8326617714231852,0.9999916980191528,NS
AL158064.1,-0.21128938,-0.97444224,0.832661470729829,0.9999916980191528,NS
DDX47,-0.21143416,-0.5050608,0.8325485119916006,0.9999916980191528,NS
REC8,-0.21145162,-0.110475436,0.8325348810022805,0.9999916980191528,NS
AL357972.1,-0.21164392,-2.005848,0.8323848432203895,0.9999916980191528,NS
AL049812.2,-0.21179819,-1.1547291,0.8322644766420106,0.9999916980191528,NS
ZNF177,-0.21207438,-0.18183927,0.8320490092442997,0.9999916980191528,NS
AP003120.1,-0.2121345,-0.6074099,0.8320021091757115,0.9999916980191528,NS
UCP3,-0.21229135,-0.7609463,0.8318797509155804,0.9999916980191528,NS
AL391832.4,-0.21259797,-0.7200024,0.8316405577989103,0.9999916980191528,NS
AC012557.2,-0.21259989,-1.2056785,0.831639054749422,0.9999916980191528,NS
AC109446.3,-0.21262957,-0.47871912,0.8316159078650582,0.9999916980191528,NS
MSRA,-0.21271178,-0.038262717,0.8315517787318754,0.9999916980191528,NS
LPA,-0.21273567,-1.6163832,0.8315331414128467,0.9999916980191528,NS
AC040173.1,-0.21277189,-0.8799694,0.8315048850130763,0.9999916980191528,NS
AL136018.1,-0.21283703,-0.58192676,0.8314540841612745,0.9999916980191528,NS
LINC01121,-0.21293221,-0.68007493,0.8313798380292236,0.9999916980191528,NS
CYP2C8,-0.21294942,-1.1344436,0.831366411763835,0.9999916980191528,NS
AC005833.2,-0.212999,-1.2229893,0.8313277363789182,0.9999916980191528,NS
AC010680.1,-0.2131204,-1.604346,0.8312330535468527,0.9999916980191528,NS
LINC01695,-0.21312118,-0.21540415,0.8312324523938384,0.9999916980191528,NS
ACSBG1,-0.21316536,-0.42453566,0.8311979864528195,0.9999916980191528,NS
MVK,-0.21329613,-0.14545646,0.8310959932155992,0.9999916980191528,NS
CFHR4,-0.2133154,-3.519418,0.8310809649829617,0.9999916980191528,NS
AC006019.1,-0.2133276,-4.0812387,0.8310714471342395,0.9999916980191528,NS
AL391988.1,-0.213496,-1.5670992,0.83094010335279,0.9999916980191528,NS
C9orf92,-0.21350616,-0.42025706,0.8309321888134984,0.9999916980191528,NS
CRB2,-0.21355715,-1.7986641,0.8308924160085893,0.9999916980191528,NS
AC090152.1,-0.21361111,-0.94636726,0.8308503394572915,0.9999916980191528,NS
SPACA9,-0.21362087,-0.36549774,0.8308427256569609,0.9999916980191528,NS
AC104964.1,-0.21366133,-0.63072205,0.8308111686275255,0.9999916980191528,NS
AL691482.3,-0.21407843,-3.2051888,0.8304858966812035,0.9999916980191528,NS
LIX1,-0.21417862,-1.2218027,0.8304077636115649,0.9999916980191528,NS
MRVI1-AS1,-0.21422963,-0.27570155,0.8303679965263645,0.9999916980191528,NS
MATN1-AS1,-0.21424851,-0.7548602,0.8303532717964655,0.9999916980191528,NS
PMEL,-0.21425673,-0.4155416,0.8303468610483202,0.9999916980191528,NS
AP003096.1,-0.21431325,-1.6926582,0.8303027874605277,0.9999916980191528,NS
CLDN22,-0.21443439,-2.6627502,0.8302083315468589,0.9999916980191528,NS
AC027228.1,-0.21444671,-1.0183893,0.8301987158119958,0.9999916980191528,NS
AC010336.3,-0.21444876,-1.0264528,0.8301971131919907,0.9999916980191528,NS
ACAT2,-0.21455449,-0.077417456,0.8301146793782578,0.9999916980191528,NS
HABP2,-0.21463414,-1.4447398,0.8300525798056553,0.9999916980191528,NS
TAT,-0.21478957,-2.2783997,0.8299313885362429,0.9999916980191528,NS
CCDC102A,-0.21480472,-0.2676456,0.8299195700999986,0.9999916980191528,NS
AL035661.1,-0.21489374,-1.1078432,0.8298501626028166,0.9999916980191528,NS
AC022523.1,-0.21498032,-0.7503829,0.8297826593265265,0.9999916980191528,NS
AL121721.1,-0.21510968,-0.86518633,0.8296818073660585,0.9999916980191528,NS
TGM4,-0.21519227,-2.3807273,0.8296174118026101,0.9999916980191528,NS
LINC01258,-0.21524726,-0.66023904,0.8295745488271936,0.9999916980191528,NS
NBPF26,-0.21531726,-0.13329326,0.829519969370743,0.9999916980191528,NS
AC090572.2,-0.21534745,-1.2785926,0.8294964353635516,0.9999916980191528,NS
AC002306.1,-0.21539563,-0.76452696,0.8294588814136155,0.9999916980191528,NS
PACRG-AS1,-0.21554026,-2.0921533,0.8293461217618309,0.9999916980191528,NS
AC011446.2,-0.21558613,-0.6290589,0.8293103718778456,0.9999916980191528,NS
LRRC66,-0.21561168,-0.61750925,0.829290444224781,0.9999916980191528,NS
SAMMSON,-0.21562043,-0.66499674,0.82928363480067,0.9999916980191528,NS
AL121750.1,-0.21570726,-1.2057595,0.8292159418114882,0.9999916980191528,NS
AL360181.1,-0.215897,-0.4416504,0.8290680430507775,0.9999916980191528,NS
BRD7,-0.2159593,-0.027513236,0.8290194791050728,0.9999916980191528,NS
GRIN2A,-0.21600848,-0.6428707,0.8289811290694623,0.9999916980191528,NS
AC011773.3,-0.2162965,-0.90326434,0.8287566443503233,0.9999916980191528,NS
FRMPD3-AS1,-0.21630806,-0.91500264,0.8287476332127354,0.9999916980191528,NS
HCAR2,-0.21631666,-0.9451735,0.828740924936052,0.9999916980191528,NS
COL22A1,-0.21665527,-0.57248133,0.8284770092205607,0.9999916980191528,NS
AC011246.1,-0.21672991,-0.118910626,0.8284188422367086,0.9999916980191528,NS
UTP14A,-0.21683086,-0.12111766,0.8283401531157214,0.9999916980191528,NS
ECRG4,-0.21686055,-0.71178794,0.8283170272511842,0.9999916980191528,NS
CPHXL,-0.21700609,-0.8106479,0.8282036025470975,0.9999916980191528,NS
AC068389.1,-0.21703859,-0.8612734,0.8281782751897482,0.9999916980191528,NS
TTC8,-0.21737668,-0.034909543,0.8279148011880646,0.9999916980191528,NS
AC092376.1,-0.21739377,-1.563109,0.8279014878559454,0.9999916980191528,NS
AC135178.4,-0.21741046,-0.27387843,0.8278884748723376,0.9999916980191528,NS
GJC2,-0.21746327,-0.905157,0.8278473341349766,0.9999916980191528,NS
PARP3,-0.21757554,-0.30453223,0.8277598490764722,0.9999916980191528,NS
LRRC19,-0.21779133,-0.21937616,0.8275916915800291,0.9999916980191528,NS
ANKS3,-0.21808422,-0.08046984,0.8273634904776435,0.9999916980191528,NS
CCER2,-0.21816091,-1.5423604,0.8273037402276897,0.9999916980191528,NS
MIR205HG,-0.21839997,-0.064628065,0.8271174900023442,0.9999916980191528,NS
LINC01603,-0.21850915,-1.421513,0.8270324246221995,0.9999916980191528,NS
SLC52A3,-0.21854487,-1.5137868,0.8270046036794314,0.9999916980191528,NS
AC096733.1,-0.21856375,-0.84128124,0.8269898926931359,0.9999916980191528,NS
SAPCD1,-0.21862452,-0.41894478,0.8269425577546853,0.9999916980191528,NS
GUCY2F,-0.21869066,-0.977938,0.8268910204288853,0.9999916980191528,NS
WFDC11,-0.21872213,-2.7149608,0.826866502933665,0.9999916980191528,NS
HRNR,-0.21881501,-0.46759972,0.826794152288879,0.9999916980191528,NS
AL049828.2,-0.21895593,-1.5766665,0.826684378254193,0.9999916980191528,NS
POLI,-0.21904135,-0.061834216,0.8266178350232394,0.9999916980191528,NS
AC114956.3,-0.21904649,-0.19604944,0.8266138324625757,0.9999916980191528,NS
AC009812.3,-0.21929686,-0.78274477,0.8264188131535946,0.9999916980191528,NS
AC010201.2,-0.21941824,-0.9119721,0.8263242591585214,0.9999916980191528,NS
SYCP2,-0.21943739,-0.075585805,0.8263093508748289,0.9999916980191528,NS
AC125793.1,-0.21956122,-0.66842836,0.8262128987942738,0.9999916980191528,NS
AP001363.2,-0.2196749,-1.3986602,0.8261243532905227,0.9999916980191528,NS
PHKA2-AS1,-0.21974452,-0.8406499,0.8260701265144321,0.9999916980191528,NS
AC005534.1,-0.21977292,-0.88220614,0.8260480158345989,0.9999916980191528,NS
AC035139.2,-0.21980476,-0.9211849,0.8260232040142512,0.9999916980191528,NS
FCRLA,-0.21982469,-2.093423,0.8260076967147605,0.9999916980191528,NS
COLEC10,-0.21993387,-0.5024459,0.8259226578921285,0.9999916980191528,NS
AC254562.3,-0.22012977,-0.83293146,0.8257700933589304,0.9999916980191528,NS
AC017002.6,-0.22016458,-0.4566092,0.8257429825793269,0.9999916980191528,NS
AC092683.2,-0.2202243,-0.6256385,0.8256964645671223,0.9999916980191528,NS
PROC,-0.22033376,-1.1266085,0.8256112331519808,0.9999916980191528,NS
SLC7A1,-0.22058527,-0.049006354,0.825415368746741,0.9999916980191528,NS
PLEKHG3,-0.2206305,-0.24406976,0.8253801583202903,0.9999916980191528,NS
HEY1,-0.22068572,-0.39392796,0.8253371460600835,0.9999916980191528,NS
AL365394.1,-0.22070731,-1.1274673,0.8253203414124824,0.9999916980191528,NS
METTL3,-0.22072914,-0.07324652,0.8253033367910285,0.9999916980191528,NS
HOXC11,-0.22075574,-20.827026,0.8252826312743958,0.9999916980191528,NS
SPSB4,-0.2208188,-0.47376582,0.8252335186751352,0.9999916980191528,NS
AWAT1,-0.22089806,-0.8206309,0.8251718038125164,0.9999916980191528,NS
AC093297.1,-0.22114137,-1.1792458,0.8249823649395459,0.9999916980191528,NS
RSPO1,-0.22117373,-1.2361782,0.8249571605354502,0.9999916980191528,NS
AC068234.2,-0.22120932,-0.327661,0.8249294559026361,0.9999916980191528,NS
COX11,-0.22141755,-0.09984835,0.8247673331645572,0.9999916980191528,NS
SELP,-0.22142628,-0.44114074,0.8247605323740148,0.9999916980191528,NS
LINC01979,-0.22149205,-3.660458,0.8247093268441108,0.9999916980191528,NS
AP003049.2,-0.22152892,-0.70242155,0.824680624070582,0.9999916980191528,NS
AC100821.2,-0.22153676,-1.1927532,0.824674523511292,0.9999916980191528,NS
NUTM2A,-0.22168307,-1.652612,0.8245606150135284,0.9999916980191528,NS
LINC00390,-0.22169617,-1.7036438,0.8245504144327425,0.9999916980191528,NS
AL732314.6,-0.22184427,-0.67263865,0.8244351099285264,0.9999916980191528,NS
AC234772.2,-0.22184762,-0.6693206,0.8244325098706269,0.9999916980191528,NS
AC012615.6,-0.22188088,-1.1134464,0.8244066093990428,0.9999916980191528,NS
AC011477.9,-0.22217326,-0.20165166,0.8241790134804572,0.9999916980191528,NS
AGTR2,-0.2222371,-3.0019662,0.8241293163375967,0.9999916980191528,NS
CTLA4,-0.22226845,-0.36103222,0.8241049179983464,0.9999916980191528,NS
LPP-AS1,-0.22255091,-0.3677818,0.8238850406369644,0.9999916980191528,NS
TRPC7-AS1,-0.22262722,-2.8871524,0.8238256491226033,0.9999916980191528,NS
