gene,scores,log2FC,pvals,padj,significance
RASGEF1B,17.850424,1.0793992,2.8684759434349017e-71,1.2363386670145977e-69,Up
FAM49B,17.821016,0.48536104,4.854602468947718e-71,2.0861864160196925e-69,NS
FMNL1,17.79998,1.449147,7.069316341690073e-71,3.033436332734071e-69,Up
SETX,17.79976,0.5302301,7.097228286526195e-71,3.040921559344926e-69,Up
CMTM6,17.79967,1.4543444,7.108730328358127e-71,3.041364006462498e-69,Up
STK4,17.790031,0.6738632,8.443296492938545e-71,3.601729267545738e-69,Up
DYSF,17.754953,2.135499,1.5780132143958875e-70,6.711754594172845e-69,Up
SEPTIN6,17.754183,1.0661855,1.5998427307234725e-70,6.794653702853345e-69,Up
MTDH,17.724794,0.6133395,2.6990107204763856e-70,1.1446169551801314e-68,Up
COP1,17.712912,0.4247671,3.333675370754459e-70,1.4117094682276533e-68,NS
DLEU2,17.632275,0.43670228,1.3924810951276552e-69,5.862547219341795e-68,NS
LITAF,17.577854,0.8488091,3.640967315656311e-69,1.5306816283620237e-67,Up
HEXA,17.55866,1.1668688,5.10662003303401e-69,2.1375693365942073e-67,Up
MS4A6A,17.548584,1.550993,6.098149669668561e-69,2.548938818760744e-67,Up
SEMA3C,17.514294,1.1151447,1.1145930448537e-68,4.652144820833331e-67,Up
AGFG1,17.511679,0.5885934,1.1670210060064903e-68,4.86398281556507e-67,Up
RPSA,17.506937,2.719536,1.2683604897788154e-68,5.2712263559477235e-67,Up
RPS9,17.471685,1.4882367,2.354351002024447e-68,9.75661863178462e-67,Up
GNS,17.470215,1.8338705,2.415852634094827e-68,9.997224931688708e-67,Up
CD74,17.46141,0.954843,2.8188259480214102e-68,1.163166104971903e-66,Up
MXD1,17.448635,1.549008,3.525539809068321e-68,1.4506647514650808e-66,Up
PPP6R3,17.406107,0.41162607,7.415925992158775e-68,3.0471379076691995e-66,NS
MARCO,17.39279,1.871117,9.356752166877293e-68,3.833760937204307e-66,Up
MBD2,17.366991,0.807033,1.4672161768228612e-67,5.994744013601142e-66,Up
CIITA,17.32967,0.916531,2.8093863042061805e-67,1.1446377578848464e-65,Up
APBB1IP,17.325323,0.7556976,3.029842572794924e-67,1.2327300663822482e-65,Up
ADAM10,17.296986,2.085443,4.956606892234379e-67,2.0138381848868353e-65,Up
PHIP,17.284994,0.42812085,6.102838786861312e-67,2.4760819379653786e-65,NS
PLSCR1,17.28065,0.87436503,6.580272662911393e-67,2.666065841807196e-65,Up
MT-ND2,17.274036,0.5301675,7.379584113015415e-67,2.985750953803591e-65,Up
FAM120A,17.267254,0.6498908,8.299992998045021e-67,3.353474222436827e-65,Up
TUT7,17.259172,0.7357266,9.547024640067249e-67,3.851959247138244e-65,Up
EEPD1,17.22164,1.1754997,1.8273980793099912e-66,7.3526196958386764e-65,Up
S100A6,17.191528,2.177803,3.073281213891081e-66,1.2314319898418746e-64,Up
FAM126A,17.178392,0.96873647,3.8543914551726605e-66,1.542287489983e-64,Up
SLC43A2,17.178125,1.2808791,3.872234488410525e-66,1.5472958994267642e-64,Up
ASAH1,17.177114,1.0060567,3.940331382270103e-66,1.5723437727327815e-64,Up
ZNF706,17.143616,1.5320526,7.014894262092218e-66,2.7953728163755682e-64,Up
CALR,17.14023,2.4173517,7.435595208283902e-66,2.9589594630225665e-64,Up
SIPA1L2,17.12076,1.0206578,1.039087607312537e-65,4.129342680222873e-64,Up
TLR2,17.107029,1.1332592,1.3153896018116634e-65,5.220227859648746e-64,Up
SNX10,17.033651,1.4367958,4.6227237128233e-65,1.8270765150682565e-63,Up
TTC3,17.017189,0.47253567,6.124006513539358e-65,2.4171520274228038e-63,NS
DNAJC5,17.011604,0.8393353,6.73667476106142e-65,2.655365017758945e-63,Up
ANKRD11,17.01054,0.35576877,6.86026452444356e-65,2.70041577825319e-63,NS
RPS3,16.99194,2.9024208,9.422224300312233e-65,3.6938679611885343e-63,Up
SMAP2,16.988243,0.5415062,1.0035028832779232e-64,3.9288084581163976e-63,Up
BNC2,16.9719,0.71396327,1.3256975505524698e-64,5.183245470195054e-63,Up
GPD2,16.957937,0.76882166,1.6814614276024358e-64,6.565383665571338e-63,Up
LNPEP,16.89487,0.7473781,4.907895263921637e-64,1.9060742970176946e-62,Up
ATP6V0A1,16.875921,0.8980071,6.766136276324158e-64,2.6242491165182484e-62,Up
RRBP1,16.87373,0.65243715,7.02188125047891e-64,2.7198086710188315e-62,Up
SNX29,16.847624,0.42984286,1.0921691539682845e-63,4.219084298241844e-62,NS
CNOT6L,16.845276,0.72162527,1.1363822924138554e-63,4.384051207785193e-62,Up
FAM20C,16.797997,1.417653,2.524234493085836e-63,9.661266406343022e-62,Up
DHRSX,16.778942,0.56950086,3.4797657852204737e-63,1.3283468601925724e-61,Up
TNS3,16.75003,0.45147005,5.659659370295741e-63,2.1548244391492958e-61,NS
CPD,16.746634,0.9668087,5.992258877860596e-63,2.2784701623278838e-61,Up
RPL7A,16.745716,3.3415956,6.085455198015247e-63,2.3108820065665743e-61,Up
ARID4B,16.723202,0.39615044,8.881557515115803e-63,3.3594953882046106e-61,NS
MDFIC,16.71632,0.7016652,9.968934487671391e-63,3.761007102166934e-61,Up
CDH11,16.679302,1.1408595,1.853700029341031e-62,6.975386768440019e-61,Up
TMEM181,16.675867,0.75737447,1.9634233772219377e-62,7.378712691888394e-61,Up
NAV1,16.605007,1.1400663,6.411147222822857e-62,2.3908065060719385e-60,Up
SLC9A9,16.586853,0.5644491,8.674834540496129e-62,3.2266830141025935e-60,Up
TSPAN14,16.547472,0.8228164,1.669697760485744e-61,6.202649608965584e-60,Up
PGK1,16.538044,1.3801495,1.952617118511574e-61,7.244384073149582e-60,Up
MMP2,16.467434,1.8967681,6.288084845614053e-61,2.3181328015874142e-59,Up
TENT2,16.464582,0.4888355,6.591668172836715e-61,2.4269703475400075e-59,NS
ATG7,16.433912,0.43497026,1.0937034133010877e-60,4.011626787423813e-59,NS
RGL1,16.433092,0.7582585,1.1086021742538274e-60,4.061146678697817e-59,Up
SLC44A1,16.41996,0.7356866,1.3765919578196783e-60,5.030188223227881e-59,Up
E2F3,16.415985,1.2803197,1.4697603023863985e-60,5.36388653069408e-59,Up
COPA,16.399248,0.6736194,1.9362062960729275e-60,7.048470288335657e-59,Up
RAP1B,16.38221,0.4352106,2.562639739109895e-60,9.305585552642806e-59,NS
DNAJC13,16.35306,0.81109387,4.1367835673618903e-60,1.5002941651917967e-58,Up
IFNGR1,16.35154,0.83568543,4.241260301053399e-60,1.5362669793715868e-58,Up
RASA3,16.326862,0.74568677,6.357106318891947e-60,2.2969395343757594e-58,Up
WASHC4,16.32117,0.6073044,6.978399456746699e-60,2.5151675461351316e-58,Up
ATM,16.320164,0.49388325,7.094542340278164e-60,2.5538594174111606e-58,NS
MIR34AHG,16.316826,1.256514,7.493066066846923e-60,2.6939798173502856e-58,Up
RPL21,16.316233,2.8119333,7.566329376580009e-60,2.7169575820723024e-58,Up
RIN3,16.305159,0.758124,9.070424998719023e-60,3.253035138429477e-58,Up
ANKIB1,16.271008,0.53710765,1.5852628314557005e-59,5.671414440121687e-58,Up
SNX9,16.253458,0.5996952,2.111135150589477e-59,7.534210826120922e-58,Up
NAA50,16.237032,0.9602411,2.7595328336419832e-59,9.812047590856745e-58,Up
RHOBTB3,16.230005,0.7695218,3.0943117591909557e-59,1.0988967800060791e-57,Up
RPLP0,16.188684,2.5144749,6.0609845588575185e-59,2.1445992866603035e-57,Up
IGFBP4,16.1417,1.8542373,1.299113734305688e-58,4.574455028070331e-57,Up
ZEB1,16.10335,0.5915855,2.4165761073793315e-58,8.488698418303457e-57,Up
GNA12,16.08595,0.74159116,3.201018259779807e-58,1.1203563909229324e-56,Up
MOB3B,16.078983,0.80225575,3.582077594102898e-58,1.2507133907294375e-56,Up
ST13,16.071363,2.0311098,4.0507449076073386e-58,1.4126547366865929e-56,Up
C1QA,16.047447,2.517209,5.956403037855653e-58,2.0747423051523587e-56,Up
PDIA3,16.036306,1.1360245,7.126861884975975e-58,2.4735404750125694e-56,Up
MT-ND4L,16.031717,0.81834316,7.673240522693004e-58,2.6599956704562266e-56,Up
FLNA,16.02698,1.0455171,8.281163366771047e-58,2.8673158022014174e-56,Up
FAM102B,15.985617,1.105046,1.6096545971482488e-57,5.553499530541167e-56,Up
AUH,15.973607,0.65416414,1.951642188217149e-57,6.717441417974903e-56,Up
TXNRD1,15.972276,0.9779357,1.9937699379767946e-57,6.854321502748625e-56,Up
CD63,15.951959,1.77998,2.761014627250975e-57,9.469595622389707e-56,Up
NUCB1,15.934938,1.8734891,3.625559974363156e-57,1.2420108166892651e-55,Up
MAP3K1,15.924332,0.71323425,4.295774391727555e-57,1.4681440715257115e-55,Up
GNB4,15.899575,1.2330873,6.379622810960494e-57,2.172661695878105e-55,Up
MARCKS,15.894525,2.4676275,6.91510845943827e-57,2.3522705005466243e-55,Up
PLCL2,15.872913,0.6208486,9.760271544968349e-57,3.312335144641712e-55,Up
TCF12,15.824043,0.2996544,2.124037598598888e-56,7.191525902016049e-55,NS
SLC4A7,15.818646,0.5980174,2.3141268986530424e-56,7.826005402313257e-55,Up
AP2A2,15.808064,0.6118336,2.7375070061974665e-56,9.247044015120512e-55,Up
CALU,15.7925005,1.0261171,3.5040705722511625e-56,1.182267713401815e-54,Up
KLHL24,15.791154,0.69261813,3.579708876166687e-56,1.206386808035293e-54,Up
FAM168A,15.763331,0.734447,5.562169301322833e-56,1.8701506736507906e-54,Up
PACS1,15.7283535,0.4447173,9.669280101343128e-56,3.247313143861478e-54,NS
TBC1D2B,15.720069,0.76164675,1.1020294980873335e-55,3.696761768988111e-54,Up
MDM2,15.669633,0.7105949,2.4398440396646588e-55,8.146835557730843e-54,Up
UBR2,15.664167,0.46359295,2.6588901520894622e-55,8.868054984867839e-54,NS
FCHO2,15.660487,0.5137186,2.817318997516469e-55,9.385678541038237e-54,Up
ATP6V0C,15.64138,3.559153,3.8039409127794976e-55,1.265801643943235e-53,Up
DAB2,15.635671,1.4829636,4.160703269166209e-55,1.382933981341858e-53,Up
LHFPL2,15.635102,0.92836523,4.1980230252423565e-55,1.3937436443804623e-53,Up
NRP1,15.632119,0.6678755,4.399268898449779e-55,1.4588899714608e-53,Up
MMP14,15.619541,2.203558,5.358949083738584e-55,1.7751136930741831e-53,Up
SNX3,15.606537,1.6935589,6.570782537139305e-55,2.174045930568301e-53,Up
ACTN1,15.6038885,0.7824336,6.849214753330028e-55,2.2635914514702766e-53,Up
PXK,15.587128,1.1446794,8.904892259136502e-55,2.9296389595460403e-53,Up
ATP6V1C1,15.58461,1.1977234,9.262707151918541e-55,3.04390998600943e-53,Up
PPP3R1,15.570942,0.55551696,1.1470636939263572e-54,3.7609706894538007e-53,Up
CDYL,15.567296,0.8094518,1.2143347693852416e-54,3.9770490474229166e-53,Up
LCP2,15.535126,0.81451017,2.0067759963928106e-54,6.564959762974228e-53,Up
NAP1L4,15.526936,0.6834459,2.280178723880325e-54,7.450977719766416e-53,Up
THBS1,15.515373,0.9807923,2.730416793587418e-54,8.912203129630843e-53,Up
PLAUR,15.515058,1.2054573,2.7438864567869233e-54,8.946116898951754e-53,Up
CACUL1,15.487206,0.7146603,4.2328460426025093e-54,1.376978471865654e-52,Up
MAFB,15.472636,2.6064172,5.308798908803703e-54,1.7212121462137007e-52,Up
FBXW7,15.461371,0.44369224,6.323747022353032e-54,2.0479916499370744e-52,NS
XRN1,15.46087,0.44653347,6.373238437521602e-54,2.061721343095797e-52,NS
MEF2A,15.4573145,0.36127806,6.734876366290572e-54,2.1762865232562975e-52,NS
FGFR1OP2,15.454934,1.2462672,6.988307878863213e-54,2.255670487566404e-52,Up
RPS27A,15.446728,2.923139,7.93720944382167e-54,2.5591113689569316e-52,Up
FYN,15.416176,0.5642652,1.2742962448731384e-53,4.094945344420871e-52,Up
NIPBL,15.408254,0.3334604,1.4405171420232348e-53,4.623980439312151e-52,NS
SPPL3,15.383712,0.49497354,2.105240616410991e-53,6.750247230324424e-52,NS
PPP1CB,15.375743,0.5604395,2.380978760339939e-53,7.625957330526486e-52,Up
NCOR1,15.373631,0.3684224,2.45988004691911e-53,7.869990678744511e-52,NS
UHMK1,15.372614,1.5191921,2.4988146829978484e-53,7.985760895609185e-52,Up
SIRPA,15.370573,2.0841708,2.5787645689795194e-53,8.23220997020385e-52,Up
COG5,15.367788,0.41066593,2.6920374878506917e-53,8.584378597372404e-52,NS
C1R,15.365025,1.9512707,2.809323060790522e-53,8.948556460083844e-52,Up
GNAS,15.363253,0.5441387,2.887191128903338e-53,9.186517228328801e-52,Up
HEXB,15.33443,2.0463498,4.502089863751598e-53,1.429352027781245e-51,Up
ARF1,15.304927,1.2097995,7.088178179688436e-53,2.2479001661749013e-51,Up
SLC5A3,15.304857,1.4718202,7.095781247443663e-53,2.2479001661749013e-51,Up
CHORDC1,15.295148,1.5195687,8.237292153712389e-53,2.6066812316486372e-51,Up
JUNB,15.283677,1.2534637,9.823714588324341e-53,3.105320008605246e-51,Up
MGAT4A,15.276243,0.79682523,1.1010789231664784e-52,3.4767763823898043e-51,Up
SYK,15.242535,0.7623416,1.8456827385931e-52,5.821616021295283e-51,Up
CAB39,15.188356,0.4778682,4.223762840516831e-52,1.327925438495822e-50,NS
NRDC,15.176097,0.5546567,5.091934127802051e-52,1.597415620007015e-50,Up
MT-CYB,15.158423,0.51096904,6.6650065180635005e-52,2.0886563036649914e-50,Up
ETNK1,15.145882,0.5283941,8.066518810780899e-52,2.5251333130731153e-50,Up
MT-ATP8,15.142726,0.6628859,8.46321182683592e-52,2.6436161674148757e-50,Up
SEC61A1,15.101597,1.4953033,1.5805766676372272e-51,4.921302486051603e-50,Up
LNCAROD,15.093283,2.7800262,1.7929481232174982e-51,5.57656777082102e-50,Up
COTL1,15.085964,1.3152866,2.0032533745786223e-51,6.217362236272327e-50,Up
G3BP1,15.078215,0.935208,2.252788752300669e-51,6.969490229428588e-50,Up
CYP27A1,15.077909,1.5728428,2.2632122356099427e-51,6.994288877071153e-50,Up
PUM1,15.073319,0.40276754,2.4261123058501007e-51,7.489751592449035e-50,NS
CFL1,15.069663,3.167569,2.5641877477731194e-51,7.907606589470183e-50,Up
UBE2K,15.06379,0.43866578,2.80246705699079e-51,8.633262778958902e-50,NS
STIP1,15.058521,2.3888028,3.0349796281019616e-51,9.339635402156989e-50,Up
RAD51B,15.038175,0.6448995,4.127781225660913e-51,1.266230671652054e-49,Up
CREBRF,15.036687,1.2172621,4.221551930074528e-51,1.293629573509125e-49,Up
SFT2D2,15.003255,1.2304658,6.990521299465653e-51,2.1308986752306108e-49,Up
SPCS3,14.999529,1.5742043,7.394263436830139e-51,2.2492497679572306e-49,Up
RB1,14.992733,0.48080876,8.191241684416696e-51,2.4890750097521443e-49,NS
DIP2B,14.991688,0.4402961,8.321125380033234e-51,2.5259006508878316e-49,NS
EPB41L3,14.98609,0.6326743,9.052884738088997e-51,2.7451597248589285e-49,Up
CSTB,14.970285,2.859321,1.1482784187667243e-50,3.478361633490442e-49,Up
RPS8,14.964195,2.9026132,1.2583705276949323e-50,3.7999650550455074e-49,Up
HAVCR2,14.962458,1.6571765,1.291656903637662e-50,3.896431261752241e-49,Up
MT-ND3,14.957399,0.4117197,1.393676711061358e-50,4.1998245286651915e-49,NS
VOPP1,14.917581,0.54205406,2.532922902168223e-50,7.609246153876617e-49,Up
TLN1,14.901233,1.1290894,3.2355295944560995e-50,9.709931272618769e-49,Up
DCP2,14.897875,0.93718064,3.4023219055583136e-50,1.0199943380440557e-48,Up
TAOK3,14.87589,0.3829814,4.726598148446423e-50,1.4140852339069887e-48,NS
OSBPL1A,14.869302,0.87085766,5.215472589438718e-50,1.5571374997245094e-48,Up
GPBP1L1,14.86712,0.6029301,5.388210023321643e-50,1.607058533649833e-48,Up
CDC27,14.860122,0.6820278,5.981638411222053e-50,1.7822214958564166e-48,Up
TTYH3,14.838579,1.2922806,8.248436078122732e-50,2.452580021181836e-48,Up
MYO1F,14.783339,0.65320575,1.8763063626703737e-49,5.573282191776519e-48,Up
CPVL,14.772666,1.164252,2.198414124852041e-49,6.516727584382835e-48,Up
EIF4A1,14.767851,1.0019968,2.361212684504511e-49,6.985053817195117e-48,Up
MS4A7,14.748798,1.1562991,3.1319260567081626e-49,9.246184140993102e-48,Up
GTDC1,14.740744,0.60095835,3.528796333103031e-49,1.0407262281892698e-47,Up
ST3GAL1,14.729175,0.49661008,4.187913703460621e-49,1.23386301303784e-47,NS
DONSON,14.719483,4.355093,4.833402614948477e-49,1.4225972235486652e-47,Up
BBX,14.71659,0.4212863,5.04462064944857e-49,1.4832614358955564e-47,NS
NCF2,14.704176,1.7260631,6.0604017510620436e-49,1.7801281179813183e-47,Up
HERC4,14.66742,0.36739758,1.0423232409287931e-48,3.046226373136966e-47,NS
REV3L,14.655821,0.3985925,1.2365350017240804e-48,3.6101851055361347e-47,NS
RNF168,14.629629,0.9974804,1.8177632166647585e-48,5.296491619268931e-47,Up
TTC39C,14.611308,0.7648896,2.3790574611081723e-48,6.911161924519241e-47,Up
PRRC2C,14.596325,0.33641988,2.963984669588064e-48,8.601773691461864e-47,NS
TM9SF2,14.593975,0.806285,3.067891713012871e-48,8.894436553195999e-47,Up
RPL11,14.589883,2.793852,3.257566059747784e-48,9.434924629678278e-47,Up
RPL10,14.573631,2.6727753,4.1332374032199275e-48,1.1959217785213038e-46,Up
CCDC93,14.554571,0.74724597,5.462724846968541e-48,1.5743269524249615e-46,Up
CYTIP,14.530213,0.7665933,7.797739370527177e-48,2.2450379456274973e-46,Up
NAMPT,14.523207,0.39841732,8.637283112821666e-48,2.484287865618509e-46,NS
EEF1D,14.509847,1.4356583,1.0495438974973303e-47,3.015751752947324e-46,Up
UBE2B,14.506368,0.7399882,1.104150439369858e-47,3.1695227533294833e-46,Up
TMSB10,14.498107,3.2978952,1.2453774010983334e-47,3.571393238095418e-46,Up
TRAM2,14.469043,1.4122463,1.9009864898540603e-47,5.440754436478861e-46,Up
ITGAM,14.449754,1.9995984,2.515853057485711e-47,7.19345780708267e-46,Up
TTC37,14.446304,0.57805145,2.645034980293065e-47,7.555385071535254e-46,Up
ACSL3,14.428844,0.5941227,3.407422546428797e-47,9.723538798993767e-46,Up
CCDC102B,14.406499,0.99599236,4.70989679490434e-47,1.3400832702445747e-45,Up
FRYL,14.393473,0.38362452,5.686736635095523e-47,1.6148553201322086e-45,NS
COL5A1,14.371247,1.1661172,7.840678190123803e-47,2.2243330217099265e-45,Up
RPS29,14.364673,3.504154,8.621330893521567e-47,2.443411341041966e-45,Up
PBX3,14.35957,0.47086516,9.280227181966782e-47,2.6275886904106728e-45,NS
TAF1D,14.335076,0.57295483,1.3210124452962085e-46,3.736651561426957e-45,Up
RPL15,14.332384,3.1427736,1.373233431227679e-46,3.8805866903856107e-45,Up
ARHGAP17,14.322907,0.73248905,1.5739700346419298e-46,4.443520846097965e-45,Up
DIRC3,14.309372,1.1696676,1.9123304348324532e-46,5.3935144788235695e-45,Up
PDGFRA,14.287446,1.252036,2.6204564144077763e-46,7.383536259800767e-45,Up
C9orf72,14.283601,1.2192158,2.7691453394990046e-46,7.794929468260279e-45,Up
PDE7A,14.282801,0.4210148,2.8011561167261894e-46,7.877404181112855e-45,NS
CEP350,14.280679,0.44885364,2.887744288754317e-46,8.113053345097961e-45,NS
HNRNPDL,14.279258,0.54020673,2.9472358542437917e-46,8.272193387998276e-45,Up
FBLN1,14.277156,1.343348,3.0374602819597784e-46,8.517202817657486e-45,Up
DNAJA1,14.263509,1.5072908,3.694021918881985e-46,1.0318397763800163e-44,Up
KCTD12,14.257515,2.6607506,4.025373158342619e-46,1.1222369505744056e-44,Up
MAP4K4,14.250196,0.44722557,4.4702395868347485e-46,1.245066730561356e-44,NS
MAPK14,14.24979,0.58959854,4.4962907517466286e-46,1.251123049216854e-44,Up
RPL18,14.246108,3.1040058,4.739668331262598e-46,1.317582440413191e-44,Up
DYM,14.20028,0.39587107,9.1246348263911e-46,2.5293000162849374e-44,NS
PMP22,14.199369,1.1778276,9.244044416173454e-46,2.5599570094360233e-44,Up
LYST,14.16701,0.4463719,1.466102740751179e-45,4.0562175827449287e-44,NS
KPNB1,14.146587,0.665676,1.9604147559724786e-45,5.413502724429705e-44,Up
AP3B1,14.116437,0.40497983,3.008200467012277e-45,8.298976597028173e-44,NS
PHC3,14.116351,0.4220819,3.0118921237505416e-45,8.301277627604671e-44,NS
SAMD9L,14.115769,1.0045837,3.036852899940002e-45,8.362139975664175e-44,Up
PAPOLA,14.097408,0.5994233,3.93975747823235e-45,1.082781028785712e-43,Up
PRRX1,14.03359,1.4515055,9.71080140474585e-45,2.6588009501212717e-43,Up
TRPM7,14.031294,0.43467686,1.0030483875069342e-44,2.7437434705345045e-43,NS
CHSY1,14.023784,0.73611104,1.115071233010463e-44,3.04730191147262e-43,Up
TPRG1,13.990448,0.6905344,1.7828428603363433e-44,4.858497663486939e-43,Up
SDC2,13.973557,1.2398498,2.260460001270281e-44,6.154298316485629e-43,Up
A2M,13.947568,0.8599035,3.255175964767879e-44,8.84591784625883e-43,Up
SH3BP5,13.945958,0.6960662,3.3294494637688387e-44,9.039299712381754e-43,Up
NSD3,13.939746,0.44286263,3.6322966329648727e-44,9.852307860656355e-43,NS
DPYD,13.914441,0.21864526,5.176287119773124e-44,1.4001037321174046e-42,NS
PLD1,13.908779,0.8214255,5.602763958084374e-44,1.5140492370451263e-42,Up
GOLGA4,13.902268,0.31886134,6.136522346006975e-44,1.65674697166824e-42,NS
ZNF438,13.899278,0.5963745,6.398389978202429e-44,1.7258424221613795e-42,Up
ARHGAP15,13.895435,0.36487216,6.751192992150924e-44,1.8193149946380737e-42,NS
ANXA5,13.891638,0.91481715,7.118874282887927e-44,1.916619999239057e-42,Up
SLC38A6,13.887196,0.9694989,7.574305179625492e-44,2.0373478284085238e-42,Up
ARPC1B,13.8816395,1.0445532,8.185000343470454e-44,2.1995768730602838e-42,Up
LASP1,13.878485,1.0371512,8.553295145223309e-44,2.2958554004372868e-42,Up
BIRC6,13.877042,0.2947164,8.727183613293458e-44,2.3387885974739387e-42,NS
TRAM1,13.851696,0.9203329,1.2424428136753387e-43,3.3173679905577744e-42,Up
CLEC2B,13.824636,1.5977964,1.810238232677047e-43,4.8245340054374514e-42,Up
C1QB,13.815741,2.1819198,2.0483576590295405e-43,5.449156592931149e-42,Up
PLOD2,13.778999,1.338218,3.409654338104072e-43,9.037450595065994e-42,Up
SNX2,13.768342,0.77312696,3.951767732217166e-43,1.0455268909008074e-41,Up
ABCC3,13.766689,0.86549056,4.043225740378709e-43,1.068750753030041e-41,Up
OIP5-AS1,13.7541485,1.0109513,4.809118404938686e-43,1.2688909142912698e-41,Up
FCHSD2,13.745958,0.32336056,5.385523920949468e-43,1.419686659742124e-41,NS
S100A11,13.734236,2.5101871,6.3320426878077086e-43,1.6616607053370725e-41,Up
ITSN1,13.725792,0.494502,7.114717939688002e-43,1.865366030216033e-41,NS
IGF1,13.702863,1.9204749,9.759943565627844e-43,2.549697487243605e-41,Up
PARP9,13.673421,0.8543145,1.4635082737958832e-42,3.8164196906436633e-41,Up
NPTN,13.670793,0.63499016,1.5173285138907767e-42,3.9532191326033245e-41,Up
RPLP2,13.655511,2.5948129,1.8717203752256906e-42,4.872175349489813e-41,Up
SAT1,13.651881,0.37626597,1.967341251271893e-42,5.116496271212936e-41,NS
PLXND1,13.644421,1.18904,2.179388380419961e-42,5.662900934812152e-41,Up
PCBP1,13.639667,3.6886282,2.326210589306185e-42,6.039000680906584e-41,Up
PHC2,13.639524,0.85051125,2.3307549694959857e-42,6.045395702130212e-41,Up
MAX,13.639313,0.9786641,2.337530459929962e-42,6.057561093752488e-41,Up
ATP6V1H,13.612675,0.6861476,3.3669355019914194e-42,8.717422133052649e-41,Up
HM13,13.611687,0.7390582,3.412759955614715e-42,8.828199172805651e-41,Up
